9;75
10;18
10;10
10;25
10;16
11;41
11;60
12;32
12;40
12;64
12;141
13;104
13;228
13;205
14;301
14;310
14;558
14;636
15;1051
15;1511
16;2052
16;2108
16;3453
16;4783
17;7438
17;12717
17;17133
18;22210
18;29384
18;49347
